_id,State,Constituency,Party,Candidate Name,,,,
1457,Gujarat,Gandhinagar,Insaniyat Party,THAKOR JITENDRASINH JASHAVANTSINH,,,,
1458,Gujarat,Gandhinagar,Bahujan Samaj Party,MOHAMMEDANISH DESAI,,,,
1459,Gujarat,Gandhinagar,Right to Recall Party,RAHUL CHIMANBHAI MEHTA,,,,
1460,Gujarat,Gandhinagar,Independent,PARIKH RAJIVBHAI KALABHAI,,,,
1461,Gujarat,Gandhinagar,Indian National Congress,SONAL RAMANBHAI PATEL,,,,
1462,Gujarat,Ahmedabad East,Gunj Satya Ni Janata Party,KALPESHBHAI  SHETE,,,,
1463,Gujarat,Ahmedabad East,Independent,INGOLE ROOPESHBHAI BABUBHAI,,,,
1464,Gujarat,Ahmedabad East,Bhartiya Jan Parishad,DHANANJAY GIRJASHANKAR RAJPUT,,,,
1465,Gujarat,Ahmedabad East,Independent,ZALA SANJAYKUMAR MAHOBATSINH,,,,
1466,Gujarat,Ahmedabad East,Independent,BRIJESH SHARMA,,,,
1467,Gujarat,Ahmedabad East,Independent,DASHARATHBHAI KANTILAL PANCHAL,,,,
1468,Gujarat,Ahmedabad East,Independent,PATANI VISHNUBHAI NATAVARBHAI,,,,
1469,Gujarat,Ahmedabad East,Swaraj Kranti Party,MANISH KUMAR DUBEY,,,,
1470,Gujarat,Ahmedabad East,Youth India Peace Party,PIYUSHBHAI BHAVSAR,,,,
1471,Gujarat,Ahmedabad East,Independent,CHAUHAN MOHAMADFARUK  AHEMADHASANBHAI,,,,
1472,Gujarat,Ahmedabad East,Prajatantra Aadhar Party,RAJESH HARIRAM MAURYA,,,,
1473,Gujarat,Ahmedabad East,Indian National Congress,HIMMATSINH PRAHLADSINH PATEL,,,,
1474,Gujarat,Ahmedabad East,Independent,HARSHAD BABUBHAI NANDOLIYA,,,,
1475,Gujarat,Ahmedabad East,Swatantrata Abhivyakti Party,PRAMOD SAHDEVBHAI GUDADE,,,,
1476,Gujarat,Ahmedabad East,Independent,MAHESHKUMAR SOMABHAI THAKOR,,,,
1477,Gujarat,Ahmedabad East,Bahujan Samaj Party,MAKWANA JAYANTIBHAI KANJIBHAI,,,,
1478,Gujarat,Ahmedabad East,Aadi Bharat Party,HITENDRABHAI PATEL,,,,
1479,Gujarat,Ahmedabad East,Bharatiya Janata Party,HASMUKHBHAI PATEL (H.S.PATEL),,,,
1480,Gujarat,Ahmedabad West,Bharatiya Janata Party,DINESHBHAI MAKWANA (ADVOCATE),,,,
1481,Gujarat,Ahmedabad West,Bahujan Samaj Party,ANILKUMAR VASANTBHAI VAGHELA,,,,
1482,Gujarat,Ahmedabad West,Democratic Bharatiya Samaj Party,SHANKARBHAI KHUSHALBHAI RATHOD,,,,
1483,Gujarat,Ahmedabad West,Gujarat Loktantra Party,BHITORA BHAVESHKUMAR CHIMANLAL,,,,
1484,Gujarat,Ahmedabad West,Jan Sewa Driver Party,VEDUBHAI KAUTIKBHAI SIRASAT,,,,
1485,Gujarat,Ahmedabad West,Indian National Congress,BHARAT YOGENDRA MAKWANA,,,,
1486,Gujarat,Surendranagar,Independent,ASHOK PALAJIBHAI RATHOD,,,,
1487,Gujarat,Surendranagar,Independent,GEDIYA KRUSHANAVADAN HARIPRASADBHAI,,,,
1488,Gujarat,Surendranagar,Gunj Satya Ni Janata Party,DEVENDRA MOHANDAS MAHANT,,,,
1489,Gujarat,Surendranagar,Rashtra Nirman Party,CHAVDA NILESHBHAI MANSUKHBHAI,,,,
1490,Gujarat,Surendranagar,New India United Party,DILIPBHAI PARSHOTTAMBHAI MAKWANA,,,,
1491,Gujarat,Surendranagar,Independent,ANANDBHAI PACHANBHAI RATHOD,,,,
1492,Gujarat,Surendranagar,Bahujan Samaj Party,DABHI ASHOKBHAI SUKHABHAI,,,,
1493,Gujarat,Surendranagar,Independent,VINODBHAI BABUBHAI SATROTIYA,,,,
1494,Gujarat,Surendranagar,Independent,ZALA DEVRAJBHAI BABUBHAI,,,,
1495,Gujarat,Surendranagar,Independent,KOLI RAMESHBHAI VIRSANGBHAI VAGHELA,,,,
1496,Gujarat,Surendranagar,Independent,J.K.PATEL,,,,
1497,Gujarat,Surendranagar,Mission All India Independent Justice Party,PATEL MADHUSUDAN BALDEVBHAI,,,,
1498,Gujarat,Surendranagar,Indian National Congress,RUTVIKBHAI LAVJIBHAI MAKWANA,,,,
1499,Gujarat,Surendranagar,Bharatiya Janata Party,CHANDUBHAI CHHAGANBHAI SHIHORA,,,,
1500,Gujarat,Rajkot,Independent,BHAVESHBHAI KANTILAL PIPALIYA,,,,
1501,Gujarat,Rajkot,Independent,JIGNESHBHAI MAHAJAN,,,,
1502,Gujarat,Rajkot,Indian National Congress,DHANANI PARESH,,,,
1503,Gujarat,Rajkot,Independent,AJAGIYA NIRALBHAI AMRUTLAL,,,,
1504,Gujarat,Rajkot,Independent,ZALA NAYAN J.,,,,
1505,Gujarat,Rajkot,Independent,BHAVESH UPENDRABHAI ACHARYA,,,,
1506,Gujarat,Rajkot,Independent,PRAKASH GOVINDBHAI SINDHAV,,,,
1507,Gujarat,Rajkot,Bahujan Samaj Party,CHAMANBHAI NAGJIBHAI SAVSANI,,,,
1508,Gujarat,Rajkot,Bharatiya Janata Party,PARSHOTTAMBHAI RUPALA,,,,
1509,Gujarat,Porbandar,Independent,RATHOD CHANDUBHAI MOHANBHAI,,,,
1510,Gujarat,Porbandar,Independent,MAHEMUDBHAI SAIYAD,,,,
1511,Gujarat,Porbandar,Independent,SOLANKI JATIN DHIRUBHAI,,,,
1512,Gujarat,Porbandar,Independent,SODHA HUSHENBHAI ALIBHAI,,,,
1513,Gujarat,Porbandar,Samajwadi Party,SHEKHAVA NILESHKUMAR RAMJIBHAI,,,,
1514,Gujarat,Porbandar,Bahujan Samaj Party,N. P. RATHOD,,,,
1515,Gujarat,Porbandar,Independent,JETHAVA BIPINKUMAR BHIKHALAL,,,,
1516,Gujarat,Porbandar,Viro Ke Vir Indian Party,LAKHANSI ODEDARA,,,,
1517,Gujarat,Porbandar,Indian National Congress,LALIT VASOYA,,,,
1518,Gujarat,Porbandar,Log Party,SIDHHAPARA HARSUKHLAL JIVANBHAI,,,,
1519,Gujarat,Porbandar,Bharatiya Janata Party,DR. MANSUKH MANDAVIYA,,,,
1520,Gujarat,Porbandar,Independent,NATHABHAI BHURABHAI ODEDRA,,,,
1521,Gujarat,Jamnagar,Independent,RATHOD PUNJABHAI PALABHAI,,,,
1522,Gujarat,Jamnagar,Bahujan Samaj Party,JAYSUKH NATHUBHAI PINGALSUR,,,,
1523,Gujarat,Jamnagar,Independent,VIJAYSINH PRAVINSINH JADEJA,,,,
1524,Gujarat,Jamnagar,Independent,KHIRA YUSUF SIDIKBHAI,,,,
1525,Gujarat,Jamnagar,Bharatiya Janata Party,POONAMBEN HEMATBHAI MAADAM,,,,
1526,Gujarat,Jamnagar,Independent,ANWAR NOORMAMAD SANGHAR,,,,
1527,Gujarat,Jamnagar,Independent,GHUGHA ALARAKHABHAI ISHAKBHAI,,,,
1528,Gujarat,Jamnagar,Independent,NADEEM MAHAMMAD HALA,,,,
1529,Gujarat,Jamnagar,Independent,BHURALAL MEGHJIBHAI PARMAR,,,,
1530,Gujarat,Jamnagar,Viro Ke Vir Indian Party,KANZARIYA RANCHHODBHAI NARANBHAI,,,,
1531,Gujarat,Jamnagar,Rashtriya Mahaswaraj Bhumi Party,PARESHBHAI PARSOTTAMBHAI MUNGARA,,,,
1532,Gujarat,Jamnagar,Independent,POPATPUTRA RAFIK ABUBAKAR,,,,
1533,Gujarat,Jamnagar,Independent,NANJI AMARSHI BATHWAR,,,,
1534,Gujarat,Jamnagar,Indian National Congress,ADVOCATE J. P. MARAVIYA,,,,
1535,Gujarat,Junagadh,Independent,BORICHANGAR BHAVESH DALPATRAI,,,,
1536,Gujarat,Junagadh,Independent,VADHER DANSING CHINABHAI,,,,
1537,Gujarat,Junagadh,Independent,DEVENDRABHAI DHANJIBHAI MOTIVARAS,,,,
1538,Gujarat,Junagadh,Independent,AARAB HASAM SUMRA,,,,
1539,Gujarat,Junagadh,Independent,DAKI NATHABHAI MENSIBHAI,,,,
1540,Gujarat,Junagadh,Indian National Congress,JOTVA HIRABHAI ARJANBHAI,,,,
1541,Gujarat,Junagadh,Right to Recall Party,ISHWAR RAMBHAI SOLANKI,,,,
1542,Gujarat,Junagadh,Independent,GORDHANBHAI MANGABHAI GOHEL,,,,
1543,Gujarat,Junagadh,Bharatiya Janata Party,CHUDASAMA RAJESHBHAI NARANBHAI,,,,
1544,Gujarat,Junagadh,Bahujan Samaj Party,MAKADIA JAYANTILAL MALDEBHAI,,,,
1545,Gujarat,Junagadh,Log Party,ALPESHKUMAR CHANDULAL TRAMBADIYA,,,,
1546,Gujarat,Amreli,Independent,PRITESH CHAUHAN (LALU),,,,
1547,Gujarat,Amreli,Independent,PUNJABHAI BAVBHAI DAFDA,,,,
1548,Gujarat,Amreli,Independent,BHAVESHBHAI JENTIBHAI RANK,,,,
1549,Gujarat,Amreli,Independent,BAVKUBHAI AMARUBHAI VALA,,,,
1550,Gujarat,Amreli,Bharatiya Janata Party,BHARATBHAI MANUBHAI SUTARIYA,,,,
1551,Gujarat,Amreli,Global Republican Party,SANKHAT VIKRAMBHAI VISABHAI,,,,
1552,Gujarat,Amreli,Bahujan Samaj Party,CHAUHAN RAVAJIBHAI MULABHAI,,,,
1553,Gujarat,Amreli,Indian National Congress,JENNY THUMMAR,,,,
1554,Gujarat,Bhavnagar,Independent,BRAHMAKSHTRIYA BHAGVATIBEN KHETSINH,,,,
1555,Gujarat,Bhavnagar,Gujarat Sarva Samaj Party,SHRI TIDABHAI DEVSHIBHAI,,,,
1556,Gujarat,Bhavnagar,Aam Aadmi Party,UMESHBHAI NARANBHAI MAKWANA,,,,
1557,Gujarat,Bhavnagar,Right to Recall Party,BHUPATBHAI MOHANBHAI VALA,,,,
1558,Gujarat,Bhavnagar,New India United Party,PARMAR RAJESHKUMAR PREMJIBHAI,,,,
1559,Gujarat,Bhavnagar,Swatantrata Abhivyakti Party,ANILBHAI NARENDRABHAI CHAVDA,,,,
1560,Gujarat,Bhavnagar,Independent,NARESHBHAI NARANBHAI RATHOD,,,,
1561,Gujarat,Bhavnagar,Independent,SHRI MULSHANKARBHAI RAGHURAMBHAI CHAUHAN,,,,
1562,Gujarat,Bhavnagar,Independent,HARSH GOKLANI,,,,
1563,Gujarat,Bhavnagar,Bharatiya Janata Party,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),,,,
1564,Gujarat,Bhavnagar,Independent,SANJAYBHAI MAGANBHAI MAKAWANA,,,,
1565,Gujarat,Bhavnagar,Bahujan Samaj Party,RATHOD DINESHBHAI LAKHABHAI,,,,
1566,Gujarat,Bhavnagar,Aapki Awaaz Party,KALANIYA SAGARBHAI POPATBHAI,,,,
1567,Gujarat,Anand,Indian National Congress,AMIT CHAVDA,,,,
1568,Gujarat,Anand,Independent,BHOI ASHISHKUMAR THAKORBHAI,,,,
1569,Gujarat,Anand,Right to Recall Party,BHATT SUNILKUMAR NARENDRABHAI,,,,
1570,Gujarat,Anand,Bahujan Samaj Party,SURESHBHAI DHULABHAI PATEL,,,,
1571,Gujarat,Anand,Independent,KEYURBHAI PRAVINBHAI PATEL (BAKABHAI),,,,
1572,Gujarat,Anand,Garib Kalyan Party,DHEERAJKUMAR KSHATRIYA,,,,
1573,Gujarat,Anand,Bharatiya Janata Party,MITESH PATEL (BAKABHAI),,,,
1574,Gujarat,Kheda,Independent,SODHA SANJAYKUMAR PARVATSINH,,,,
1575,Gujarat,Kheda,Bhartiya Jan Nayak Party,SAIYAD KADARI MOHAMMAD SABIR ANVAR HUSAIN,,,,
1576,Gujarat,Kheda,Bahujan Samaj Party,BHAILALBHAI KALUBHAI PANDAV,,,,
1577,Gujarat,Kheda,Indian National Congress,KALUSINH DABHI,,,,
1578,Gujarat,Kheda,Bharatiya Janata Party,DEVUSINH CHAUHAN,,,,
1579,Gujarat,Kheda,New India United Party,KANTIYA DASRATH HARJIVANBHAI,,,,
1580,Gujarat,Kheda,Right to Recall Party,IMRANBHAI VANKAWALA,,,,
1581,Gujarat,Kheda,Garib Kalyan Party,INDIRADEVI HIRALAL VORA,,,,
1582,Gujarat,Kheda,Independent,PARMAR HITESHKUMAR PARSOTTAMBHAI,,,,
1583,Gujarat,Kheda,Bhartiya Jan Parishad,KAMLESHBHAI POPATBHAI PATEL,,,,
1584,Gujarat,Kheda,Rashtriya Mahaswaraj Bhumi Party,PATEL ANILKUMAR BHAILALBHAI,,,,
1585,Gujarat,Kheda,Independent,UPENDRAKUMAR VALLAVBHAI PATEL,,,,
1586,Gujarat,Panchmahal,Independent,TASLIM MOHAMMEDRAFIK DURVESH,,,,
1587,Gujarat,Panchmahal,Independent,MANOJSINH RANAJITSINH RATHOD,,,,
1588,Gujarat,Panchmahal,Independent,HASMUKHKUMAR GANPATSINH RATHOD,,,,
1589,Gujarat,Panchmahal,Dhanwan Bharat Party,JITESHKUMAR GHANSHYAMBHAI SEVAK,,,,
1590,Gujarat,Panchmahal,Indian National Congress,GULABSINH SOMSINH CHAUHAN,,,,
1591,Gujarat,Panchmahal,Independent,THAKAR SHAILESHKUMAR SHANKARLAL,,,,
1592,Gujarat,Panchmahal,"Aam Janmat Party,",LAXMANBHAI GALABHAI BARIYA,,,,
1593,Gujarat,Panchmahal,Bharatiya Janata Party,RAJPALSINH MAHENDRASINH JADAV,,,,
1594,Gujarat,Panchmahal,Independent,PANDOR KAUSHIKKUMAR SHANKARBHAI,,,,
1595,Gujarat,Dahod,Independent,BARIYA MANILAL HIRABHAI,,,,
1596,Gujarat,Dahod,Independent,DAMOR VESTABHAI JOKHANABHAI,,,,
1597,Gujarat,Dahod,Independent,DAMOR MANABHAI BHAVSINGBHAI,,,,
1598,Gujarat,Dahod,Indian National Congress,DR. PRABHABEN KISHORSINH TAVIYAD,,,,
1599,Gujarat,Dahod,Bharatiya Janata Party,JASWANTSINH SUMANBHAI BHABHOR,,,,
1600,Gujarat,Dahod,Independent,MEDA DEVENDRAKUMAR LAXMANBHAI,,,,
1601,Gujarat,Dahod,Saath Sahakar Vikas Party,PASAYA NAVALSINH MULABHAI,,,,
1602,Gujarat,Dahod,Bahujan Samaj Party,BHABHOR DHULABHAI DITABHAI,,,,
1603,Gujarat,Dahod,Bharatiya National Janata Dal,JAGDISHBHAI MANILAL MEDA,,,,
1604,Gujarat,Vadodara,Satyawadi Rakshak Party,DOSHI HARDIK BIPINBHAI,,,,
1605,Gujarat,Vadodara,Independent,PARMAR HEMANTKUMAR ARVINDBHAI,,,,
1606,Gujarat,Vadodara,Indian National Congress,PADHIYAR  JASHPALSINH MAHENDRASINH (BAPU),,,,
1607,Gujarat,Vadodara,Independent,RAJESH RATHOD,,,,
1608,Gujarat,Vadodara,Bahujan Samaj Party,JADAV AMITKUMAR RAMJIBHAI,,,,
1609,Gujarat,Vadodara,Bharatiya Janata Party,DR. HEMANG JOSHI,,,,
1610,Gujarat,Vadodara,Independent,NILKANTHKUMAR MANSUKHLAL MISTRI,,,,
1611,Gujarat,Vadodara,Socialist Unity Centre Of India (COMMUNIST),TAPAN DASGUPTA,,,,
1612,Gujarat,Vadodara,Hindrashtra Sangh,ANILBHAI SHARMA,,,,
1613,Gujarat,Vadodara,Independent,PARMAR MAYURSINH ARVINDSINH,,,,
1614,Gujarat,Vadodara,Independent,ATUL GAMECHI,,,,
1615,Gujarat,Vadodara,Independent,NILESH JAGANNATH VASAIKAR,,,,
1616,Gujarat,Vadodara,Independent,DR. RAHUL VASUDEVBHAI VYAS,,,,
1617,Gujarat,Vadodara,Right to Recall Party,PARTHIV VIJAYKUMAR DAVE,,,,
1618,Gujarat,Chhota Udaipur,Independent,RATHVA MUKESHBHAI NURABHAI,,,,
1619,Gujarat,Chhota Udaipur,Bharatiya Bahujan Congress,TADVI RANCHHODBHAI,,,,
1620,Gujarat,Chhota Udaipur,Bharatiya Janata Party,JASHUBHAI BHILUBHAI RATHVA,,,,
1621,Gujarat,Chhota Udaipur,Indian National Congress,SUKHRAMBHAI HARIYABHAI RATHWA,,,,
1622,Gujarat,Chhota Udaipur,Malwa Congress,RATHVA FURAKANBHAI BALJIBHAI,,,,
1623,Gujarat,Chhota Udaipur,Bahujan Samaj Party,BHIL SOMABHAI GOKALBHAI,,,,
1624,Gujarat,Bharuch,Independent,SAJID YAKUB MUNSHI,,,,
1625,Gujarat,Bharuch,Independent,MIRZA AABIDBEG YASINBEG,,,,
1626,Gujarat,Bharuch,Independent,YUSUF VALI HASANALI,,,,
1627,Gujarat,Bharuch,Malwa Congress,GITABEN MANUBHAI MACHHI,,,,
1628,Gujarat,Bharuch,Bharat Adivasi Party,DILIPBHAI CHHOTUBHAI VASAVA,,,,
1629,Gujarat,Bharuch,Bahujan Samaj Party,VASAVA CHETANBHAI KANJIBHAI,,,,
1630,Gujarat,Bharuch,Aam Aadmi Party,CHAITARBHAI DAMJIBHAI VASAVA,,,,
1631,Gujarat,Bharuch,Independent,ISMAIL AHMAD PATEL,,,,
1632,Gujarat,Bharuch,Independent,NARAYANBHAI LILADHARJI RAVAL,,,,
1633,Gujarat,Bharuch,Independent,DHARMESHKUMAR VISHNUBHAI VASAVA,,,,
1634,Gujarat,Bharuch,Independent,MITESHBHAI THAKORBHAI PADHIYAR,,,,
1635,Gujarat,Bharuch,Independent,NAVINBHAI BHIKHABHAI PATEL,,,,
1636,Gujarat,Bharuch,Bharatiya Janata Party,MANSUKHBHAI DHANJIBHAI VASAVA,,,,
1637,Gujarat,Bardoli,Bahujan Samaj Party,REKHABEN HARSINGBHAI CHAUDHARI,,,,
1638,Gujarat,Bardoli,Bharatiya Janata Party,PARBHUBHAI NAGARBHAI VASAVA,,,,
1639,Gujarat,Bardoli,Indian National Congress,CHAUDHARY SIDDHARTH AMARSINH,,,,
1640,Gujarat,Surat,Bharatiya Janata Party,MUKESHKUMAR CHANDRAKAANT DALAL,,,,
1641,Gujarat,Navsari,Independent,SHEKH MOHMMAD NISHAR (MUNNABHAI GARAGE),,,,
1642,Gujarat,Navsari,Independent,KAZI AYAZ HUSNUDDIN,,,,
1643,Gujarat,Navsari,Garib Kalyan Party,MOHAMMAD HANIF SHAH,,,,
1644,Gujarat,Navsari,Log Party,RAMZAN MANSURI (SENIOR JOURNALIST),,,,
1645,Gujarat,Navsari,Independent,CHANDANSINGH SHIVBADANSINGH THAKUR,,,,
1646,Gujarat,Navsari,Independent,RAJU VARDE,,,,
1647,Gujarat,Navsari,Indian National Congress,NAISHADHBHAI BHUPATBHAI  DESAI,,,,
1648,Gujarat,Navsari,Social Democratic Party Of India,KADIR MAHEBOOB SAIYED,,,,
1649,Gujarat,Navsari,Bharatiya Janata Party,C R PATIL,,,,
1650,Gujarat,Navsari,Sardar Vallabhbhai Patel Party,SUMANBEN  KHUSHWA (HANSIKA RAJPUT),,,,
1651,Gujarat,Navsari,Bahujan Samaj Party,MALKHAN RAMKISHOR VARMA,,,,
1652,Gujarat,Navsari,Independent,KIRIT L. SURATI,,,,
1653,Gujarat,Navsari,Independent,ADVOCATE NAVINKUMAR SHANKERBHAI PATEL,,,,
1654,Gujarat,Navsari,Socialist Unity Centre Of India (COMMUNIST),DR. KANUBHAI KHADADIYA,,,,
1655,Gujarat,Valsad,Bahujan Republican  Socialist Party,UMESHBHAI MAGANBHAI PATEL,,,,
1656,Gujarat,Valsad,Indian National Congress,ANANTKUMAR HASMUKHBHAI PATEL,,,,
1657,Gujarat,Valsad,Independent,CHIRAGKUMAR BHARATBHAI  PATEL,,,,
1658,Gujarat,Valsad,Bahujan Samaj Party,MANAKBHAI JATRUBHAI SHANKAR,,,,
1659,Gujarat,Valsad,Viro Ke Vir Indian Party,JAYANTIBHAI KHANDUBHAI SHALUA,,,,
1660,Gujarat,Valsad,Bharatiya Janata Party,DHAVAL LAXMANBHAI  PATEL,,,,
1661,Gujarat,Valsad,Independent,RAMANBHAI KARSHANBHAI PATEL,,,,
1662,Haryana,AMBALA,Indian National Lok Dal,GURPREET SINGH,,,,
1663,Haryana,AMBALA,Aazad Samaj Party (Kanshi Ram),KAMAL KUMAR BARARA,,,,
1664,Haryana,AMBALA,Bharatiya Janata Party,BANTO KATARIA,,,,
1665,Haryana,AMBALA,Bharatiya Yuva Jan Ekta Party,BETA MAM CHAND RATTUWALA,,,,
1666,Haryana,AMBALA,Bhartiya Shakti Chetna Party,DR. NITESH CHOPRA (HONEY),,,,
1667,Haryana,AMBALA,Jannayak Janta Party,KIRAN PUNIA,,,,
1668,Haryana,AMBALA,Bahujan Mukti Party,SURAJ KUMAR,,,,
1669,Haryana,AMBALA,Bahujan Samaj Party,PAWAN RANDHAWA,,,,
1670,Haryana,AMBALA,Bharatheeya Jawan Kisan Party,BALJEET SINGH,,,,
1671,Haryana,AMBALA,Haryana Jansena Party,RAKESH KUMAR,,,,
1672,Haryana,AMBALA,Ekam Sanatan Bharat Dal,MEHAR SINGH CHALIA,,,,
1673,Haryana,AMBALA,Indian National Congress,VARUN CHAUDHRY,,,,
1674,Haryana,AMBALA,Peoples Party of India (Democratic),GULAB SINGH NARWAL,,,,
1675,Haryana,AMBALA,Independent,MOHAR SINGH STATION MASTER (RETD.),,,,
1676,Haryana,KURUKSHETRA,Independent,SUNNY KASHYAP TEORA,,,,
1677,Haryana,KURUKSHETRA,Global Republican Party,OM PARKASH INDAL,,,,
1678,Haryana,KURUKSHETRA,Independent,SURENDER SINGH,,,,
1679,Haryana,KURUKSHETRA,Independent,ER VISHAL KUMAR,,,,
1680,Haryana,KURUKSHETRA,Independent,RAMDIYA,,,,
1681,Haryana,KURUKSHETRA,Independent,MANGAT RAM,,,,
1682,Haryana,KURUKSHETRA,Bharatiya Asha Party,SATISH DHULL,,,,
1683,Haryana,KURUKSHETRA,Independent,DR MAHESH CHAND GAUR,,,,
1684,Haryana,KURUKSHETRA,Jannayak Janta Party,PALA RAM SAINI,,,,
1685,Haryana,KURUKSHETRA,Independent,SEWA SINGH,,,,
1686,Haryana,KURUKSHETRA,Independent,COMRADE RAMESH KHATKAR,,,,
1687,Haryana,KURUKSHETRA,Aam Aadmi Party,DR SUSHIL GUPTA,,,,
1688,Haryana,KURUKSHETRA,Independent,AMIT MALIK,,,,
1689,Haryana,KURUKSHETRA,Bahujan Samaj Party,DEEPAK MEHRA,,,,
1690,Haryana,KURUKSHETRA,Loktantrik Lok Rajyam Party,SATNAM BHAZIGAR,,,,
1691,Haryana,KURUKSHETRA,Independent,PATASHO DEVI EX-SARPANCH,,,,
1692,Haryana,KURUKSHETRA,Independent,JAI KUMAR  SAINI HAMIDPUR,,,,
1693,Haryana,KURUKSHETRA,Indian National Lok Dal,ABHAY SINGH CHAUTALA,,,,
1694,Haryana,KURUKSHETRA,Independent,JAI PARKASH SHARMA,,,,
1695,Haryana,KURUKSHETRA,Peoples Party of India (Democratic),INDERJEET KAMBOJ,,,,
1696,Haryana,KURUKSHETRA,Independent,VARUN GUPTA,,,,
1697,Haryana,KURUKSHETRA,Rashtriya Garib Dal,ADVOCATE PARDEEP SAINI,,,,
1698,Haryana,KURUKSHETRA,Independent,PHOOL SINGH,,,,
1699,Haryana,KURUKSHETRA,Independent,ADV ASHWINI SHARMA HRITTWAL,,,,
1700,Haryana,KURUKSHETRA,Bharatiya Janata Party,NAVEEN JINDAL,,,,
1701,Haryana,KURUKSHETRA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),KHAZAN SINGH SEHGAL,,,,
1702,Haryana,KURUKSHETRA,Samata Party,NARESH KUMAR,,,,
1703,Haryana,KURUKSHETRA,Rashtriya Janshakti Party(Eklavya),SATBIR KASHYAP,,,,
1704,Haryana,KURUKSHETRA,Socialist Unity Centre Of India (COMMUNIST),COMRADE OM PARKASH SHASTRI,,,,
1705,Haryana,KURUKSHETRA,Ekam Sanatan Bharat Dal,MAHAVIR SINGH,,,,
1706,Haryana,KURUKSHETRA,Independent,PANDIT ANIL UPADHYAY,,,,
1707,Haryana,SIRSA,Independent,RAN SINGH PANWAR,,,,
1708,Haryana,SIRSA,Independent,SUKHDEV SINGH SANDHU,,,,
1709,Haryana,SIRSA,Independent,JASVIR SINGH,,,,
1710,Haryana,SIRSA,Bharatiya Janata Party,ASHOK TANWAR,,,,
1711,Haryana,SIRSA,Independent,KARNAIL SINGH ODHAN,,,,
1712,Haryana,SIRSA,Independent,RAHUL CHOUHAN,,,,
1713,Haryana,SIRSA,Indian National Lok Dal,SANDEEP LOT VALMIKI,,,,
1714,Haryana,SIRSA,Independent,BAGDAWAT RAM,,,,
1715,Haryana,SIRSA,Jannayak Janta Party,RAMESH KHATAK,,,,
1716,Haryana,SIRSA,Independent,JOGINDER RAM,,,,
1717,Haryana,SIRSA,Bahujan Samaj Party,LILU RAM ASAKHERA,,,,
1718,Haryana,SIRSA,Independent,NAVEEN KUMAR COMMANDO,,,,
1719,Haryana,SIRSA,Peoples Party of India (Democratic),MISTRI DAULAT RAM ROLAN,,,,
1720,Haryana,SIRSA,Loktantrik Lok Rajyam Party,DHARAMPAL VARTIA,,,,
1721,Haryana,SIRSA,Independent,SATPAL LADWAL,,,,
1722,Haryana,SIRSA,Bharatiya Asha Party,RAJINDER KUMAR,,,,
1723,Haryana,SIRSA,Bahujan Republican  Socialist Party,DR. RAJESH MEHANDIA,,,,
1724,Haryana,SIRSA,Indian National Congress,SELJA,,,,
1725,Haryana,SIRSA,Independent,SURENDER KUMAR PHULAN,,,,
1726,Haryana,HISAR,Independent,SURENDER,,,,
1727,Haryana,HISAR,Independent,RAJENDER KUMAR,,,,
1728,Haryana,HISAR,Independent,VIJAY SINGH,,,,
1729,Haryana,HISAR,Vikas India Party,JAGAT SINGH,,,,
1730,Haryana,HISAR,Independent,PARJAPATI RAKESH DHUWARIA,,,,
1731,Haryana,HISAR,Independent,SURENDER KUMAR,,,,
1732,Haryana,HISAR,Independent,AJIT SINGH,,,,
1733,Haryana,HISAR,Independent,KULBIR,,,,
1734,Haryana,HISAR,Independent,POONAM MOR,,,,
1735,Haryana,HISAR,Independent,JAI PRAKASH (J.P.) S/O UMA DUTT,,,,
1736,Haryana,HISAR,Bharatiya Asha Party,NEERAJ KUMAR âCHHATTARâ,,,,
1737,Haryana,HISAR,Peoples Party of India (Democratic),ADVOCATE PARDEEP SIHMAR,,,,
1738,Haryana,HISAR,Independent,MANDEEP,,,,
1739,Haryana,HISAR,Independent,DINESH KUMAR,,,,
1740,Haryana,HISAR,Independent,YOGESH BOORA,,,,
1741,Haryana,HISAR,Indian National Congress,JAI PARKASH (J P) S/O HARIKESH,,,,
1742,Haryana,HISAR,Independent,RANDHIR SINGH,,,,
1743,Haryana,HISAR,Independent,JILE SINGH,,,,
1744,Haryana,HISAR,Independent,PARDEEP DAHIYA,,,,
1745,Haryana,HISAR,Jannayak Janta Party,NAINA SINGH CHAUTALA,,,,
1746,Haryana,HISAR,Independent,ISHWAR JHAJHRIA,,,,
1747,Haryana,HISAR,Rashtriya Lokswaraj Party,DEV GIRI,,,,
1748,Haryana,HISAR,Independent,CHANDER MOHAN,,,,
1749,Haryana,HISAR,Bahujan Samaj Party,DESH RAJ,,,,
1750,Haryana,HISAR,Independent,ATMA RAM BISHNOI,,,,
1751,Haryana,HISAR,Indian National Lok Dal,SUNAINA CHAUTALA,,,,
1752,Haryana,HISAR,Socialist Unity Centre Of India (COMMUNIST),MASTER VIJENDER JITPURA,,,,
1753,Haryana,HISAR,Bharatiya Janata Party,RANJIT SINGH,,,,
1754,Haryana,KARNAL,Samst Samaj Party,ASHOK KATARIA,,,,
1755,Haryana,KARNAL,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),HARJEET SINGH VIRK,,,,
